Modelo,RMSE,MAE,R2
LinearRegression,3.0859873050521247,2.1886841033348885,0.9027050781479864
Ridge,3.094431993245281,2.193332501963015,0.9021781373823701
Lasso,3.0864553519807525,2.1888515040806635,0.90267688035794
RandomForest,1.4096599818591886,0.7586687229437183,0.9786990484597226
GradientBoosting,1.1311046771746869,0.7217089593178491,0.986351134040351
SVR,1.3659193392696976,0.8491628674504348,0.9801875661459029
